title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Lettre non signée donnant renseignements sur situations forces anglaises - 1780/09/18","","1780-09-18","","","","","","","23 - Copy 2","","","French","","","https://fromthepage.com/image-service/32541303/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029329/manifest",/items/32029329.html
"Etat général de ce qui a été embarqué : hôpitaux, vivres, magasins (personnels, matériel et fonds) pour expédition mars 81","","1781-03-06","","","","","","","28","","","French","","","https://fromthepage.com/image-service/32541309/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029332/manifest",/items/32029332.html
"Mémoire sur prix des farines à Newport signé Dauré - 1780/09/16","","1780-09-16","","","","","","","29","","","French","","","https://fromthepage.com/image-service/32541322/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029333/manifest",/items/32029333.html
"Instructions Rochambeau à B de V pour expédition en Virginie - 1781/03/05","","1781-03-05","","","","","","","35","","","French","","","https://fromthepage.com/image-service/32541344/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029339/manifest",/items/32029339.html
"Ordre de bataille pour expédition de Virginie - 1781/03/01","","1781-03-01","","","","","","","36","","","French","","","https://fromthepage.com/image-service/32541346/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029340/manifest",/items/32029340.html
"Extraits instructions Cour à  Rochambeau - N.D.","","","","","","","","","37","","","French","","","https://fromthepage.com/image-service/32541370/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029351/manifest",/items/32029351.html
"Extraits instructions secrètes Cour à Rochambeau - N.D.","","","","","","","","","38","","","French","","","https://fromthepage.com/image-service/32541372/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029352/manifest",/items/32029352.html
"Lettre B de V à Rochambeau (à bord Duc de Bourgogne) - 1781/03/19","","1781-03-19","","","","","","","39","","","French","","","https://fromthepage.com/image-service/32541378/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029356/manifest",/items/32029356.html
"Brouillon lettre à Washington, Rochambeau et La Luzerne et d&#39;une lettre à Lafayette - 1781/03/19","","1781-03-19","","","","","","","40","","","French","","","https://fromthepage.com/image-service/32541385/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029359/manifest",/items/32029359.html
"Objets à traiter avec le C de Rochambeau - N.D.","","","","","","","","","65","","","French","","","https://fromthepage.com/image-service/32541508/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029405/manifest",/items/32029405.html
"Lettre  duc de Broglie au vicomte de Noailles - 1782/03/19","","1782-03-19","","","","","","","75","","","French","","","https://fromthepage.com/image-service/32541512/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029406/manifest",/items/32029406.html
"Lettre Noailles à B de V - 1782/01/03","","1782-01-03","","","","","","","76","","","French","","","https://fromthepage.com/image-service/32541513/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029408/manifest",/items/32029408.html
"Mémoire sur Rgt de Saintonge (discipline) - 1782/03/11","","1782-03-11","","","","","","","77","","","French","","","https://fromthepage.com/image-service/32541515/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029409/manifest",/items/32029409.html
"Mémoire pour M. de Custine (demande d&#39;avancement) - 1782/04/28","","1782-04-28","","","","","","","78","","","French","","","https://fromthepage.com/image-service/32541519/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029410/manifest",/items/32029410.html
"Lettre à Menouville - 1781/05/24","","1781-05-24","","","","","","","80","","","French","","","https://fromthepage.com/image-service/32541524/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029413/manifest",/items/32029413.html
"Note sur combat du 16 mars 1781 - N.D.","","","","","","","","","83","","","French","","","https://fromthepage.com/image-service/32541528/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029414/manifest",/items/32029414.html
"Relation de l&#39;expédition ... N.D.","","","","","","","","","86","","","French","","","https://fromthepage.com/image-service/32541531/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029415/manifest",/items/32029415.html
"Relation de la sortie  de l&#39;escadre... N. D.","","","","","","","","","85","","","French","","","https://fromthepage.com/image-service/32541539/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029416/manifest",/items/32029416.html
"Précis opérations St Christophe - N. D.","","","","","","","","","91","","","French","","","https://fromthepage.com/image-service/32541547/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029417/manifest",/items/32029417.html
"Duc de Lauzun to Baron de Vioménil ","Armand Louis de Gontaut, duc de Lauzun, later duc de Biron","1781-09-14","","","Annapolis, Maryland, USA","38.97787859","-76.48992152","","107","","","French","","","https://fromthepage.com/image-service/32541592/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029434/manifest",/items/32029434.html
"Lauzun à Vioménil ","Armand Louis de Gontaut, duc de Lauzun, later duc de Biron","1781-09-15           ","","","Annapolis, Maryland, USA","38.97787859","-76.48992152","","108","","","French","","","https://fromthepage.com/image-service/32541595/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029435/manifest",/items/32029435.html
"Lauzun à Vioménil ","Armand Louis de Gontaut, duc de Lauzun, later duc de Biron","1781-09-14","","","Annapolis, Maryland, USA","38.97787859","-76.48992152","","109","","","French","","","https://fromthepage.com/image-service/32541596/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029437/manifest",/items/32029437.html
"Brouillon lettre B de V au Comte de Grasse","Antoine-Charles du Houx, Baron de Vioménil ","1781-09-27","","","Williamsburg, Virginia, USA","37.27045035","-76.70291159","","116","","","French","","","https://fromthepage.com/image-service/32541605/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029445/manifest",/items/32029445.html
"Lettre Baron de Vioménil à Ségur","Antoine-Charles du Houx, Baron de Vioménil ","1781-10-22","","","Yorktown, Virginia, USA","37.23870686","-76.50998627","","117","","","French","","","https://fromthepage.com/image-service/32541607/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029446/manifest",/items/32029446.html
"Lettre Baron de l&#39;Estrade à Baron de Vioménil","Baron de l&#39;Estradre","1781-10-20","","","Yorktown, Virginia, USA","37.23870686","-76.50998627","","118","","","French","","","https://fromthepage.com/image-service/32541611/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029447/manifest",/items/32029447.html
"Lettre du Mis de Vaudreuil à B de V sur embarquement armée - 1781/11/29","","1781-11-29","","","","","","","41a","","","French","","","https://fromthepage.com/image-service/32567485/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030654/manifest",/items/32030654.html
"Etat des pertes par naufrage de la Bourgogne - 1783/03/11","","1783-03-11","","","","","","","56a","","","French","","","https://fromthepage.com/image-service/32567486/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030656/manifest",/items/32030656.html
"Lettre de Laval sur naufrage Bourgogne - 1783/03/13","","1783-03-13","","","","","","","62a","","","French","","","https://fromthepage.com/image-service/32567488/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030657/manifest",/items/32030657.html
"Lettre de Laval sur naufrage Bourgogne - 1783/03/12","","1783-03-12","","","","","","","63a","","","French","","","https://fromthepage.com/image-service/32567490/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030661/manifest",/items/32030661.html
"Lettre de Bressolles au Mis de Laval sur naufrage Bourgogne - 1783/03/12","","1783-03-12","","","","","","","64a","","","French","","","https://fromthepage.com/image-service/32567491/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030663/manifest",/items/32030663.html
"Lettre envoi précédente à B de V - 1783/0312","","1783-03-12","","","","","","","65a","","","French","","","https://fromthepage.com/image-service/32567492/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030665/manifest",/items/32030665.html
"Questions et réponses à l&#39;Intendant de Martinique (voir LB0074-25) - n.d.","","","","","","","","","80a","","","French","","","https://fromthepage.com/image-service/32567499/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030669/manifest",/items/32030669.html
"Instruction pour B de V signée Rochambeau - 1782/11/26","","1782-11-26","","","","","","","92a","","","French","","","https://fromthepage.com/image-service/32567500/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030671/manifest",/items/32030671.html
"Copie instructions Rochambeau à Lauzun - 1782/10/21","","1782-10-21","","","","","","","95a","","","French","","","https://fromthepage.com/image-service/32567502/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030672/manifest",/items/32030672.html
"Lettre Ségur à Rochambeau (quatrième) - 1782/08/18","","1782-08-18","","","","","","","96a","","","French","","","https://fromthepage.com/image-service/32567505/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030673/manifest",/items/32030673.html
"Lettre Ségur à Rochambeau (quatrième) Lettre Ségur à Rochambeau (seconde) id prédédente - 1782/08/18","","1782-08-18","","","","","","","97a","","","French","","","https://fromthepage.com/image-service/32567508/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030674/manifest",/items/32030674.html
"Détails de notre traversée - journal of the transatlantic crossing","Antoine-Charles du Houx, Baron de Vioménil ","1781","","","","","","","122a","","","French","","","https://fromthepage.com/image-service/32567519/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030678/manifest",/items/32030678.html
"Questions relatives à la campagne de 1783 - n.d.","","","","","","","","","157a","","","French","","","https://fromthepage.com/image-service/32567524/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030681/manifest",/items/32030681.html
"Instructions de la Cour - 1782/03/03","","1782-03-03","","","","","","","158a","","","French","","","https://fromthepage.com/image-service/32567528/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030682/manifest",/items/32030682.html
"Instructions de la Cour (suite) - n.d.","","","","","","","","","159a","","","French","","","https://fromthepage.com/image-service/32567532/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030683/manifest",/items/32030683.html
"Brouillon lettre envoi CR revues - 1783/09/01","","1783-09-01","","","","","","","5","","","French","","","https://fromthepage.com/image-service/32571892/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031780/manifest",/items/32031780.html
"Résumé inspect Rgt Auxonne /2ème bataillon - 1780/10/24","","1780-10-24","","","","","","","6","","","French","","","https://fromthepage.com/image-service/32571938/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031803/manifest",/items/32031803.html
"Résumé inspect Cies des mineurs du  Rgt Auxonne - 1780/10/24","","1780-10-24","","","","","","","7","","","French","","","https://fromthepage.com/image-service/32571941/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031804/manifest",/items/32031804.html
"Résumé inspect Cie d&#39;ouvriers du Rgt Auxonne - 1780/10/24","","1780-10-24","","","","","","","8","","","French","","","https://fromthepage.com/image-service/32571943/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031805/manifest",/items/32031805.html
"Résumé inspect Royal Deux-Ponts - 1780/10/23","","1780-10-23","","","","","","","9","","","French","","","https://fromthepage.com/image-service/32571945/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031806/manifest",/items/32031806.html
"Résumé inspection Regiment de Saintonge","Antoine-Charles du Houx, Baron de Vioménil ","1780-10-23","","","Newport, Rhode Island, USA","41.49043973","-71.31161922","","10","","","French","","","https://fromthepage.com/image-service/32571948/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031807/manifest",/items/32031807.html
"Inspection Report Soissonnais","Antoine-Charles du Houx, Baron de Vioménil ","1780-10-23","","","Newport, Rhode Island, USA","41.49043973","-71.31161922","","11","","","French","","","https://fromthepage.com/image-service/32571952/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031808/manifest",/items/32031808.html
"Engagement des fournisseurs de chariots - n.d.","","","","","","","","","16","","","French","","","https://fromthepage.com/image-service/32571956/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031809/manifest",/items/32031809.html
"Etat de le distribution à faire des fonds pour expédition particulière - 1780/03","","1780-03","","","","","","","17","","","French","","","https://fromthepage.com/image-service/32571959/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031810/manifest",/items/32031810.html
"Copie lettre Corny à La Luzerne sur fournitures - 1780/08/08","","1780-08-08","","","","","","","21","","","French","","","https://fromthepage.com/image-service/32571961/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031811/manifest",/items/32031811.html
"Trad. Lettre Gouv. Trumbull à Rochambeau - 1780/09/18","","1780-09-18","","","","","","","22","","","French","","","https://fromthepage.com/image-service/32571965/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031812/manifest",/items/32031812.html
"Lettre de La Martinique du président de Pe.. à Tarlé sur appointements des officiers - 1780/12/19","","1780-12-19","","","","","","","25","","","French","","","https://fromthepage.com/image-service/32571966/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031814/manifest",/items/32031814.html
"Extrait dispositions pour la croix de St-Louis - n.d.","","","","","","","","","27","","","French","","","https://fromthepage.com/image-service/32571968/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031815/manifest",/items/32031815.html
"id (brouillon) - 1780/09/16","","1780-09-16","","","","","","","30","","","French","","","https://fromthepage.com/image-service/32571972/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031816/manifest",/items/32031816.html
"Vivres Newport  - Fournitures de farines - 1780/09","","1780-09","","","","","","","31","","","French","","","https://fromthepage.com/image-service/32571978/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031817/manifest",/items/32031817.html
"Engagement Benjamin Bruiton pour 2 prairies - 1780/09/19","","1780-09-19","","","","","","","32","","","French","","","https://fromthepage.com/image-service/32571983/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031818/manifest",/items/32031818.html
"Mémoire D&#39;Auré sur approvisionnements avec un tableau - 1780/09/18","","1780-09-18","","","","","","","33","","","French","","","https://fromthepage.com/image-service/32571985/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031819/manifest",/items/32031819.html
"CR Villemanzy sur approvisionnement en bois - 1780/09/22","","1780-09-22","","","","","","","34","","","French","","","https://fromthepage.com/image-service/32571988/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031820/manifest",/items/32031820.html
"Pour assurer plus particulièrement  Brouillon de B de V (Lettre pour Américains ou La Luzerne ?) - n.d.","","","","","","","","","41","","","French","","","https://fromthepage.com/image-service/32571991/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031821/manifest",/items/32031821.html
"Lettre Ségur à B de V à Paris (??) sur l&#39;Ordonnance sur hôpitaux - 1781/03/21","","1781-03-21","","","","","","","42","","","French","","","https://fromthepage.com/image-service/32571993/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031822/manifest",/items/32031822.html
"Lettre Ségur à B de V - Création place de 3ème sous- lieutenant - 1781/05/21","","1781-05-21","","","","","","","43","","","French","","","https://fromthepage.com/image-service/32571995/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031823/manifest",/items/32031823.html
"Lettre Ségur à B de V - Accusé réception états des revues - 1781/08/09","","1781-08-09","","","","","","","44","","","French","","","https://fromthepage.com/image-service/32571996/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031825/manifest",/items/32031825.html
"Bureau du Mouvement de troupes à B de V - Instructions pour les revues - signé Ségur - 1781/05/25","","1781-05-25","","","","","","","45","","","French","","","https://fromthepage.com/image-service/32571997/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031827/manifest",/items/32031827.html
"Instructions pour M. de Choisy , cdt le détachement resté à Newport- signé Rochambeau - 1781/10/06","","1781-10-06","","","","","","","46","","","French","","","https://fromthepage.com/image-service/32572004/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031828/manifest",/items/32031828.html
"Note B de V sur position escadre de Barras - 1781/06/01","","1781-06-01","","","","","","","47","","","French","","","https://fromthepage.com/image-service/32572008/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031829/manifest",/items/32031829.html
"Dédommagement pour les soldats dont le congé est expiré - 1782/01/26","","1782-01-26","","","","","","","54","","","French","","","https://fromthepage.com/image-service/32572010/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031830/manifest",/items/32031830.html
"On a un grand nombre de voitures... - Note B de V- 1781/09/01","","1781-09-01","","","","","","","58","","","French","","","https://fromthepage.com/image-service/32572011/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031832/manifest",/items/32031832.html
"Etat gal des dispositions pour la marche de l&#39;armée - Tarlé - 1781/09/12","","1781-09-12","","","","","","","59","","","French","","","https://fromthepage.com/image-service/32572013/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031833/manifest",/items/32031833.html
"Inspection nov 81  - Copie note B de V sur Rgt Deux- Pont - 1782/01/29","","1782-01-29","","","","","","","60","","","French","","","https://fromthepage.com/image-service/32572019/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031834/manifest",/items/32031834.html
"Artillerie - Destinations particulières des officiers - 1781/03/02","","1781-03-02","","","","","","","63","","","French","","","https://fromthepage.com/image-service/32572021/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031835/manifest",/items/32031835.html
"Notes pour mon inspection - n.d.","","","","","","","","","64","","","French","","","https://fromthepage.com/image-service/32572242/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031839/manifest",/items/32031839.html
"Inspection nov 81  - Bourbonnais - 1781/11/10","","1781-11-10","","","","","","","66","","","French","","","https://fromthepage.com/image-service/32572355/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031841/manifest",/items/32031841.html
"Inspection nov 81  - Soissonnais - 1781/11/11","","1781-11-11","","","","","","","67","","","French","","","https://fromthepage.com/image-service/32572359/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031842/manifest",/items/32031842.html
"Inspection nov 81  - Saintonge - 1781/11/12","","1781-11-12","","","","","","","68","","","French","","","https://fromthepage.com/image-service/32572363/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031843/manifest",/items/32031843.html
"Lettre M. de Charlus - n.d.","","","","","","","","","69","","","French","","","https://fromthepage.com/image-service/32572367/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031844/manifest",/items/32031844.html
"Inspection nov 81  - Deux-Ponts - n.d.","","","","","","","","","70","","","French","","","https://fromthepage.com/image-service/32572368/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031846/manifest",/items/32031846.html
"Inspection nov 81  - Auxonne 2ème bat. - n.d.","","","","","","","","","71","","","French","","","https://fromthepage.com/image-service/32572372/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031847/manifest",/items/32031847.html
"Inspection nov 81  - Cie Ouvriers - n.d.","","","","","","","","","72","","","French","","","https://fromthepage.com/image-service/32572376/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031848/manifest",/items/32031848.html
"Inspection nov 81  - Cies mineurs - n.d.","","","","","","","","","73","","","French","","","https://fromthepage.com/image-service/32572379/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031849/manifest",/items/32031849.html
"Inspection nov 81  - Saintonge - n.d.","","","","","","","","","74","","","French","","","https://fromthepage.com/image-service/32572381/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031850/manifest",/items/32031850.html
"Brouillon lettres diverses - n.d.","","","","","","","","","81","","","French","","","https://fromthepage.com/image-service/32572395/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031851/manifest",/items/32031851.html
"Le vaisseau Le Gange...(Rapport sur évènements survenus aux Indes) - n.d.","","","","","","","","","82","","","French","","","https://fromthepage.com/image-service/32572406/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031852/manifest",/items/32031852.html
"Note sur combat du 16 mars 1781 - double précéd. - 1781/03/16","","1781-03-16","","","","","","","84","","","French","","","https://fromthepage.com/image-service/32573010/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031957/manifest",/items/32031957.html
"Relation de l&#39;expédition ... (double du précédent) - n.d.","","","","","","","","","87","","","French","","","https://fromthepage.com/image-service/32573013/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031958/manifest",/items/32031958.html
"Relation de la sortie - n.d.","","","","","","","","","88","","","French","","","https://fromthepage.com/image-service/32573021/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031959/manifest",/items/32031959.html
"Lettre B de Mavigne + liste - 1781/03/29","","1781-03-29","","","","","","","90","","","French","","","https://fromthepage.com/image-service/32573025/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031960/manifest",/items/32031960.html
"Lettre Segur (Ordre de Saint-Louis) - 1781/06/08","","1781-06-08","","","","","","","92","","","French","","","https://fromthepage.com/image-service/32573027/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031961/manifest",/items/32031961.html
"Lettre de La Laune à Vioménil ","Amé de la Laune ","1781-09-12","","","Annapolis, Maryland, USA","38.97787859","-76.48992152","","110","","","French","","","https://fromthepage.com/image-service/32573028/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031963/manifest",/items/32031963.html
"Lettre de La Laune à Vioménil ","Amé de la Laune ","1781-07-18","","","Annapolis, Maryland, USA","38.97787859","-76.48992152","","111","","","French","","","https://fromthepage.com/image-service/32573030/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031964/manifest",/items/32031964.html
"Nomination to Maréchal de Camp to serve in Rochambeau&#39;s army ","Alexandre Marie Eleonor of Saint-Mauris, count of Montbarrey, then prince of Montbarrey","1780-03-10","","","Versailles, Versailles, France","48.80759347","2.100656424","","129","","","French","","","https://fromthepage.com/image-service/32573034/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031966/manifest",/items/32031966.html
"Sartine à Vioménil ","Antoine de Sartine","1780-04-29","","","Versailles, Versailles, France","48.80759347","2.100656424","","130","","","French","","","https://fromthepage.com/image-service/32573035/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031968/manifest",/items/32031968.html
"Montbarrey à Vioménil","Alexandre Marie Eleonor of Saint-Mauris, count of Montbarrey, then prince of Montbarrey","1780-12-09","","","Versailles, Versailles, France","48.80759347","2.100656424","","131","","","French","","","https://fromthepage.com/image-service/32573036/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031970/manifest",/items/32031970.html
"De Veimerange à Vioménil","de Veimerange","1783-03-19","","","Paris, Ile de France, France","48.85675965","2.351837923","","136","","","French","","","https://fromthepage.com/image-service/32573040/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031973/manifest",/items/32031973.html
"Sartine à Vioménil ","Antoine de Sartine","1781-06-13","","","","","","","139","","","French","","","https://fromthepage.com/image-service/32573054/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031977/manifest",/items/32031977.html
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1783-08-09","","","Versailles, Versailles, France","48.80759347","2.100656424","","142","","","French","","","https://fromthepage.com/image-service/32573063/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031981/manifest",/items/32031981.html
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1781-08-26","","","Versailles, Versailles, France","48.80759347","2.100656424","","143","","","French","","","https://fromthepage.com/image-service/32573066/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031984/manifest",/items/32031984.html
"Lettre de Ségur - Demande éclaicissement sur conduite M. de la Chesnaye, lieutenant rgt de Saintonge - 1781/10/05","","1781-10-05","","","","","","","144","","","French","","","https://fromthepage.com/image-service/32573067/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32031986/manifest",/items/32031986.html
"Lettre de Ségur - Récompenses bas-officiers et soldats - 1782/04/02","","1782-04-02","","","","","","","147","","","French","","","https://fromthepage.com/image-service/32573262/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032002/manifest",/items/32032002.html
"Etat des bas-officiers et soldats joint à précédente - n.d.","","","","","","","","","148","","","French","","","https://fromthepage.com/image-service/32573269/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032007/manifest",/items/32032007.html
"Lettre x Porto Cavaillo - 1782/05/24","","1782-05-24","","","","","","","149","","","French","","","https://fromthepage.com/image-service/32573283/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032017/manifest",/items/32032017.html
"Lettre Pierre de Nava - 1784/03/26","","1784-03-26","","","","","","","150","","","French","","","https://fromthepage.com/image-service/32573285/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032018/manifest",/items/32032018.html
"Lettre Manuel Gonsales (en espagnol) - n.d.","","","","","","","","","151","","","French","","","https://fromthepage.com/image-service/32573577/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032025/manifest",/items/32032025.html
"Brouillon 3 lettres B de V à Custine et Ségur - 1782/10/24","","1782-10-24","","","","","","","153","","","French","","","https://fromthepage.com/image-service/32573580/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032026/manifest",/items/32032026.html
"Lettre du Colonel Wadworth et M. Carter à B de V - 1782/01/27","","1782-01-27","","","","","","","1a","","","French","","","https://fromthepage.com/image-service/32574331/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032045/manifest",/items/32032045.html
"Traduction lettre précédente du Colonel Wadworth et M. Carter à B de V - n.d.","","","","","","","","","2a","","","French","","","https://fromthepage.com/image-service/32574419/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032066/manifest",/items/32032066.html
"Réponse B de V - n.d.","","","","","","","","","3a","","","French","","","https://fromthepage.com/image-service/32575562/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032145/manifest",/items/32032145.html
"Lettre Ségur à B de V - Départ de la frégate pour retour B de V en Amérique - 1782/03/28","","1782-03-28","","","","","","","4a","","","French","","","https://fromthepage.com/image-service/32575563/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032147/manifest",/items/32032147.html
"Lettre Ségur à B de V - Grâces Artillerie - 1782/04/02","","1782-04-02","","","","","","","5a","","","French","","","https://fromthepage.com/image-service/32575564/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032149/manifest",/items/32032149.html
"Lettre Ségur à B de V - Envoi précédente - 1782/04/02","","1782-04-02","","","","","","","6a","","","French","","","https://fromthepage.com/image-service/32575566/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032150/manifest",/items/32032150.html
"Lettre Ségur à B de V - Pension Poly lieut. - 1782/03/04","","1782-03-04","","","","","","","7a","","","French","","","https://fromthepage.com/image-service/32575567/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032152/manifest",/items/32032152.html
"Lettre Ségur à B de V - Envoi de fusils - 1782/04/06","","1782-04-06","","","","","","","8a","","","French","","","https://fromthepage.com/image-service/32575568/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032154/manifest",/items/32032154.html
"Lettre Ségur à B de V - Envoi aides de camp - 1782/05/17","","1782-05-17","","","","","","","9a","","","French","","","https://fromthepage.com/image-service/32575569/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032156/manifest",/items/32032156.html
"Lettre de Ségur à Baron de Vioménil ","Philippe Henri, marquis de Ségur","1782-05-22","","","Versailles, Versailles, France","48.80759347","2.100656424","","10a","","","French","","","https://fromthepage.com/image-service/32575570/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032158/manifest",/items/32032158.html
"Ségur à Vioménil","Philippe Henri, Marquis de Ségur","1782-04-22","","","Versailles, Versailles, France","48.80759347","2.100656424","","11a","","","French","","","https://fromthepage.com/image-service/32575571/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032160/manifest",/items/32032160.html
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1782-05-28","","","Versailles, Versailles, France","48.80759347","2.100656424","","12a","","","French","","","https://fromthepage.com/image-service/32575573/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032161/manifest",/items/32032161.html
